sentiment,text
1,A little big
0,The item was not delivered by Hermes! Please let me know where the goods are.
0,Only picks up about 1/2 the local channel.
0,"My wife got me two of these for Christmas, neither one of them works. I am reminded of the Tommy Boy Quote, ""If you want me to take a dump in a box and mark it guaranteed I will, I've got the time."" I would have preferred a dump in a box."
1,used for 16th birthday party- glow in the dark!
1,Comfortable
0,"Well today, since it was nice and the good weather was approaching, I decided to take advantage of it to aerate the grass a little and wear my shoes for the first time. After ten minutes the ends have started to split. A disappointment."
0,packaging
0,It didn't turn out good for me
1,Unbeatable value for money
0,"Plugged it in and it worked right away. Woke up and it had stopped working, tank was full and wouldn't restart. Don't buy!"
1,Excellent product delivery time price everything. I love this watch I have had Casios for over 10 years and they are excellent. I really like this model in particular because it is very elegant.
1,"I always use it when I cleanse. It's Amazon, so it arrives very quickly, which is helpful. I would like to purchase it again."
0,NOT BUYING. WATERS LEFT
1,"For now it fulfills its function. I've had the glass for a few weeks and it's going well. The only thing that I haven't been able to remove the bubbles from the sides, is that it has been puffed up on the sides. The touch is good and when typing the phone recognizes all the letters and numbers."
0,Defective product?
1,Delivered a little haphazardly but the box contains the right elements. It works perfectly except that the light is not enough sometimes.
0,I had this taser for 2 months only flip it on a few time never shot the thing. Now the led light and laser point won’t turn on when ever I turn the gun on. What can I do to remedy this?
1,"At first good, but with use it loses the Teflon layer and the smoke is served, but the meat does it very well."
1,"Offered for a birthday.. For a 4 year old boy, future fan. .. Obviously to be done with an adult as it is a bit complicated to undo the molds.."
1,"Have used it twice, both with excellent results on suppressor baffles. As mentioned by others it shortens the time if you add hot water immediately. Easy to clean up and store"
1,"Perfect in both USB and port for charging your devices, nothing to say"
1,So soft !
1,Seek peace of mind
1,love this i believe this could actually be true
1,It allows you to keep the burners of gas stoves clean without much effort.
1,"Article, easy to change, plays its role perfectly, to see over time if it is more resistant than the original part."
0,It is suitable for autumn and winter because it is a bit oily and very moisturizing. The shelf life is very short and will expire in early 2019.
0,"The product is not pure cotton, only 60% cotton. The product description does not match the actual product!"
1,Good item
0,Seams are bothersome to me and after wearing 2-3 times the toe are got holes
0,Metal smells
0,"There is an adhesive that comes with this product, but when you attach the fangs with the adhesive that comes with it, the adhesive hardens, making it so strong that it won't get wet or scraped even with hot water. I ended up having to have it removed at the hospital. Please be careful."
0,"Hello very low quality product. The entire area of ​​the handles and the backrest area have been completely worn out, giving it little use. He's only 5 months old. Very disappointed."
0,"The buttons get stuck shortly after starting to use it. Very poor quality, the buttons are worthless"
0,excellent blades...except that when using a refill I had to exclude 2 blades which did not cut
1,Very nice boot and confi
0,"The construction is so perfect that I had a hard time putting the main body into the cover. Even after putting it in, it is difficult to take out the stick because it is perfect. Also, if you put the cleaner in the rubber band, the cover will not close. Completely failed."
1,Class
1,"After reading it briefly, I understood the ins and outs of religion and Copernicus’ heliocentrism. It was pretty good. It gave me a different perspective on the world."
